dataset,cantidad_locales,limite_contagio,metodo,tiempo
mejor-caso-BT,0,1000,BT,0.002565
mejor-caso-BT,1,1000,BT,0.002314
mejor-caso-BT,2,1000,BT,0.002565
mejor-caso-BT,3,1000,BT,0.003056
mejor-caso-BT,4,1000,BT,0.002024
mejor-caso-BT,5,1000,BT,0.002725
mejor-caso-BT,6,1000,BT,0.002745
mejor-caso-BT,7,1000,BT,0.002585
mejor-caso-BT,8,1000,BT,0.002815
mejor-caso-BT,9,1000,BT,0.002685
mejor-caso-BT,10,1000,BT,0.002534
mejor-caso-BT,11,1000,BT,0.003576
mejor-caso-BT,12,1000,BT,0.002395
mejor-caso-BT,13,1000,BT,0.002064
mejor-caso-BT,14,1000,BT,0.002675
mejor-caso-BT,15,1000,BT,0.003286
mejor-caso-BT,16,1000,BT,0.002084
mejor-caso-BT,17,1000,BT,0.002274
mejor-caso-BT,18,1000,BT,0.002845
mejor-caso-BT,19,1000,BT,0.002004
mejor-caso-BT,20,1000,BT,0.002805
mejor-caso-BT,21,1000,BT,0.003216
mejor-caso-BT,22,1000,BT,0.002144
mejor-caso-BT,23,1000,BT,0.004057
mejor-caso-BT,24,1000,BT,0.002725
mejor-caso-BT,25,1000,BT,0.003196
mejor-caso-BT,26,1000,BT,0.002134
mejor-caso-BT,27,1000,BT,0.003156
mejor-caso-BT,28,1000,BT,0.002956
mejor-caso-BT,29,1000,BT,0.002304
mejor-caso-BT,30,1000,BT,0.002935
mejor-caso-BT,31,1000,BT,0.002194
mejor-caso-BT,32,1000,BT,0.002865
mejor-caso-BT,33,1000,BT,0.002735
mejor-caso-BT,34,1000,BT,0.002345
mejor-caso-BT,35,1000,BT,0.003787
mejor-caso-BT,36,1000,BT,0.003236
mejor-caso-BT,37,1000,BT,0.002745
mejor-caso-BT,38,1000,BT,0.002364
mejor-caso-BT,39,1000,BT,0.003116
mejor-caso-BT,40,1000,BT,0.002255
mejor-caso-BT,41,1000,BT,0.002966
mejor-caso-BT,42,1000,BT,0.002705
mejor-caso-BT,43,1000,BT,0.002605
mejor-caso-BT,44,1000,BT,0.003145
mejor-caso-BT,45,1000,BT,0.003247
mejor-caso-BT,46,1000,BT,0.003116
mejor-caso-BT,47,1000,BT,0.003226
mejor-caso-BT,48,1000,BT,0.003557
mejor-caso-BT,49,1000,BT,0.002405
mejor-caso-BT,50,1000,BT,0.003106
mejor-caso-BT,51,1000,BT,0.003326
mejor-caso-BT,52,1000,BT,0.002685
mejor-caso-BT,53,1000,BT,0.002996
mejor-caso-BT,54,1000,BT,0.002535
mejor-caso-BT,55,1000,BT,0.004208
mejor-caso-BT,56,1000,BT,0.003557
mejor-caso-BT,57,1000,BT,0.002465
mejor-caso-BT,58,1000,BT,0.003867
mejor-caso-BT,59,1000,BT,0.002825
mejor-caso-BT,60,1000,BT,0.002665
mejor-caso-BT,61,1000,BT,0.003957
mejor-caso-BT,62,1000,BT,0.003687
mejor-caso-BT,63,1000,BT,0.002705
mejor-caso-BT,64,1000,BT,0.002735
mejor-caso-BT,65,1000,BT,0.003316
mejor-caso-BT,66,1000,BT,0.002544
mejor-caso-BT,67,1000,BT,0.003397
mejor-caso-BT,68,1000,BT,0.002985
mejor-caso-BT,69,1000,BT,0.003056
mejor-caso-BT,70,1000,BT,0.003868
mejor-caso-BT,71,1000,BT,0.003447
mejor-caso-BT,72,1000,BT,0.003116
mejor-caso-BT,73,1000,BT,0.003467
mejor-caso-BT,74,1000,BT,0.002685
mejor-caso-BT,75,1000,BT,0.003767
mejor-caso-BT,76,1000,BT,0.003316
mejor-caso-BT,77,1000,BT,0.003747
mejor-caso-BT,78,1000,BT,0.003266
mejor-caso-BT,79,1000,BT,0.003386
mejor-caso-BT,80,1000,BT,0.003677
mejor-caso-BT,81,1000,BT,0.002725
mejor-caso-BT,82,1000,BT,0.003166
mejor-caso-BT,83,1000,BT,0.003185
mejor-caso-BT,84,1000,BT,0.002825
mejor-caso-BT,85,1000,BT,0.004328
mejor-caso-BT,86,1000,BT,0.003065
mejor-caso-BT,87,1000,BT,0.002835
mejor-caso-BT,88,1000,BT,0.003637
mejor-caso-BT,89,1000,BT,0.003136
mejor-caso-BT,90,1000,BT,0.002605
mejor-caso-BT,91,1000,BT,0.003437
mejor-caso-BT,92,1000,BT,0.002765
mejor-caso-BT,93,1000,BT,0.003577
