dataset,cantidad_locales,limite_contagio,metodo,tiempo
alto_contagio,22,10648,BT-O,0.713571
alto_contagio,22,10648,BT,0.042289
alto_contagio,22,10648,BT-F,0.02651
alto_contagio,22,10648,BT-O,0.71297
alto_contagio,22,10648,BT,0.04293
alto_contagio,22,10648,BT-F,0.014858
alto_contagio,22,10648,BT-O,0.714152
alto_contagio,22,10648,BT,0.042289
alto_contagio,22,10648,BT-F,0.027652
alto_contagio,22,10648,BT-O,0.663237
alto_contagio,22,10648,BT,0.039494
alto_contagio,22,10648,BT-F,0.030006
alto_contagio,22,10648,BT-O,0.634874
alto_contagio,22,10648,BT,0.042499
alto_contagio,22,10648,BT-F,0.02651
alto_contagio,22,10648,BT-O,0.632811
alto_contagio,22,10648,BT,0.02148
alto_contagio,22,10648,BT-F,0.026589
alto_contagio,22,10648,BT-O,0.633712
alto_contagio,23,12167,BT,0.040836
alto_contagio,23,12167,BT-F,0.027992
alto_contagio,23,12167,BT-O,0.774836
alto_contagio,23,12167,BT,0.045335
