dataset,cantidad_locales,limite_contagio,metodo,tiempo
variacion_n_m,100,100,DP,0.135022
variacion_n_m,100,150,DP,0.200424
variacion_n_m,100,200,DP,0.264204
variacion_n_m,100,250,DP,0.324998
variacion_n_m,100,300,DP,0.403074
variacion_n_m,100,350,DP,0.458006
variacion_n_m,100,400,DP,0.72819
variacion_n_m,100,450,DP,0.59383
variacion_n_m,100,500,DP,0.845761
variacion_n_m,100,550,DP,0.834489
variacion_n_m,100,600,DP,1.06404
variacion_n_m,100,650,DP,0.83467
variacion_n_m,100,700,DP,0.903989
variacion_n_m,100,750,DP,0.958741
variacion_n_m,100,800,DP,1.02191
variacion_n_m,100,850,DP,1.09679
variacion_n_m,100,900,DP,1.17536
variacion_n_m,100,950,DP,1.25468
variacion_n_m,100,1000,DP,1.27688
variacion_n_m,100,1050,DP,1.42876
variacion_n_m,100,1100,DP,1.43095
variacion_n_m,100,1150,DP,1.46385
variacion_n_m,100,1200,DP,1.54921
variacion_n_m,100,1250,DP,1.59998
variacion_n_m,100,1300,DP,1.74466
variacion_n_m,100,1350,DP,2.19041
variacion_n_m,100,1400,DP,2.44273
variacion_n_m,100,1450,DP,1.94209
variacion_n_m,100,1500,DP,2.56644
variacion_n_m,100,1550,DP,2.05998
variacion_n_m,100,1600,DP,2.05622
variacion_n_m,100,1650,DP,3.32494
variacion_n_m,150,100,DP,0.198321
variacion_n_m,150,150,DP,0.292727
variacion_n_m,150,200,DP,0.388145
variacion_n_m,150,250,DP,0.483243
variacion_n_m,150,300,DP,0.590163
variacion_n_m,150,350,DP,0.675582
variacion_n_m,150,400,DP,0.792271
variacion_n_m,150,450,DP,0.890013
variacion_n_m,150,500,DP,1.04612
variacion_n_m,150,550,DP,1.24232
variacion_n_m,150,600,DP,1.36644
variacion_n_m,150,650,DP,1.48724
variacion_n_m,150,700,DP,2.65533
variacion_n_m,150,750,DP,1.42896
variacion_n_m,150,800,DP,1.55056
variacion_n_m,150,850,DP,1.78781
variacion_n_m,150,900,DP,3.44752
variacion_n_m,150,950,DP,1.84077
variacion_n_m,150,1000,DP,1.97973
variacion_n_m,150,1050,DP,2.01498
variacion_n_m,150,1100,DP,2.12897
variacion_n_m,150,1150,DP,2.20212
variacion_n_m,150,1200,DP,2.30246
variacion_n_m,150,1250,DP,2.3961
variacion_n_m,150,1300,DP,2.49845
variacion_n_m,150,1350,DP,2.6974
variacion_n_m,150,1400,DP,4.32875
variacion_n_m,150,1450,DP,2.93849
variacion_n_m,150,1500,DP,2.88281
variacion_n_m,150,1550,DP,4.07111
variacion_n_m,150,1600,DP,4.59657
variacion_n_m,150,1650,DP,5.08463
variacion_n_m,200,100,DP,0.348291
variacion_n_m,200,150,DP,0.526584
variacion_n_m,200,200,DP,0.700168
variacion_n_m,200,250,DP,0.605701
variacion_n_m,200,300,DP,0.765871
variacion_n_m,200,350,DP,1.22734
variacion_n_m,200,400,DP,1.58875
variacion_n_m,200,450,DP,1.45566
variacion_n_m,200,500,DP,2.00366
variacion_n_m,200,550,DP,1.67202
variacion_n_m,200,600,DP,2.01412
variacion_n_m,200,650,DP,1.61783
variacion_n_m,200,700,DP,2.70044
variacion_n_m,200,750,DP,2.11579
variacion_n_m,200,800,DP,2.61938
variacion_n_m,200,850,DP,2.94818
variacion_n_m,200,900,DP,2.52435
variacion_n_m,200,950,DP,4.87579
variacion_n_m,200,1000,DP,2.54877
variacion_n_m,200,1050,DP,3.26563
variacion_n_m,200,1100,DP,2.81288
variacion_n_m,200,1150,DP,4.34062
variacion_n_m,200,1200,DP,3.07223
variacion_n_m,200,1250,DP,3.32644
variacion_n_m,200,1300,DP,4.58401
variacion_n_m,200,1350,DP,3.95311
variacion_n_m,200,1400,DP,3.58184
variacion_n_m,200,1450,DP,5.07625
variacion_n_m,200,1500,DP,4.9978
variacion_n_m,200,1550,DP,5.45755
variacion_n_m,200,1600,DP,4.10083
variacion_n_m,200,1650,DP,5.83656
variacion_n_m,250,100,DP,0.509522
variacion_n_m,250,150,DP,0.950907
variacion_n_m,250,200,DP,0.643252
variacion_n_m,250,250,DP,1.57274
variacion_n_m,250,300,DP,1.84643
variacion_n_m,250,350,DP,1.97477
variacion_n_m,250,400,DP,1.50319
variacion_n_m,250,450,DP,1.49852
variacion_n_m,250,500,DP,1.69935
variacion_n_m,250,550,DP,2.58515
variacion_n_m,250,600,DP,2.27551
variacion_n_m,250,650,DP,3.01932
variacion_n_m,250,700,DP,2.51828
variacion_n_m,250,750,DP,2.40781
variacion_n_m,250,800,DP,3.34514
variacion_n_m,250,850,DP,3.18444
variacion_n_m,250,900,DP,3.14831
variacion_n_m,250,950,DP,3.87553
variacion_n_m,250,1000,DP,3.90307
variacion_n_m,250,1050,DP,4.62785
variacion_n_m,250,1100,DP,3.51598
variacion_n_m,250,1150,DP,4.01674
variacion_n_m,250,1200,DP,3.96051
variacion_n_m,250,1250,DP,4.12221
variacion_n_m,250,1300,DP,4.43919
variacion_n_m,250,1350,DP,4.43531
variacion_n_m,250,1400,DP,4.49969
variacion_n_m,250,1450,DP,4.81442
variacion_n_m,250,1500,DP,5.99739
variacion_n_m,250,1550,DP,6.27136
variacion_n_m,250,1600,DP,4.96366
variacion_n_m,250,1650,DP,5.28912
variacion_n_m,300,100,DP,0.409625
variacion_n_m,300,150,DP,1.05275
variacion_n_m,300,200,DP,0.75469
variacion_n_m,300,250,DP,1.12975
variacion_n_m,300,300,DP,1.14473
variacion_n_m,300,350,DP,1.36314
variacion_n_m,300,400,DP,1.53938
variacion_n_m,300,450,DP,1.85017
variacion_n_m,300,500,DP,2.02951
variacion_n_m,300,550,DP,2.13414
variacion_n_m,300,600,DP,2.69392
variacion_n_m,300,650,DP,3.54778
variacion_n_m,300,700,DP,2.7629
variacion_n_m,300,750,DP,4.00924
