dataset,cantidad_locales,limite_contagio,metodo,tiempo
bajo_contagio,1,1,DP,0.002855
bajo_contagio,2,1,DP,0.002845
bajo_contagio,3,1,DP,0.003356
bajo_contagio,4,1,DP,0.003236
bajo_contagio,5,1,DP,0.003286
bajo_contagio,6,1,DP,0.006883
bajo_contagio,7,1,DP,0.003417
bajo_contagio,8,2,DP,0.004008
bajo_contagio,9,2,DP,0.004919
bajo_contagio,10,2,DP,0.007464
bajo_contagio,11,2,DP,0.003757
bajo_contagio,12,3,DP,0.003928
bajo_contagio,13,3,DP,0.008486
bajo_contagio,14,3,DP,0.004579
bajo_contagio,15,3,DP,0.004067
bajo_contagio,16,4,DP,0.004779
bajo_contagio,17,4,DP,0.004829
bajo_contagio,18,4,DP,0.004699
bajo_contagio,19,4,DP,0.01076
bajo_contagio,20,5,DP,0.00547
bajo_contagio,21,5,DP,0.010299
bajo_contagio,22,5,DP,0.01091
bajo_contagio,23,5,DP,0.01069
bajo_contagio,24,6,DP,0.007113
bajo_contagio,25,6,DP,0.010209
bajo_contagio,26,6,DP,0.007313
bajo_contagio,27,6,DP,0.006092
bajo_contagio,28,7,DP,0.007013
bajo_contagio,29,7,DP,0.014157
bajo_contagio,30,7,DP,0.006812
bajo_contagio,31,7,DP,0.007194
bajo_contagio,32,8,DP,0.014848
bajo_contagio,33,8,DP,0.01588
bajo_contagio,34,8,DP,0.015599
bajo_contagio,35,8,DP,0.007664
bajo_contagio,36,9,DP,0.008325
bajo_contagio,37,9,DP,0.016852
bajo_contagio,38,9,DP,0.008636
bajo_contagio,39,9,DP,0.008536
bajo_contagio,40,10,DP,0.010339
bajo_contagio,41,10,DP,0.01069
bajo_contagio,42,10,DP,0.01078
bajo_contagio,43,10,DP,0.012793
bajo_contagio,44,11,DP,0.022732
bajo_contagio,45,11,DP,0.011913
bajo_contagio,46,11,DP,0.025598
bajo_contagio,47,11,DP,0.022151
bajo_contagio,48,12,DP,0.012774
bajo_contagio,49,12,DP,0.012774
bajo_contagio,50,12,DP,0.012854
bajo_contagio,51,12,DP,0.013275
bajo_contagio,52,13,DP,0.014687
bajo_contagio,53,13,DP,0.014677
bajo_contagio,54,13,DP,0.014417
bajo_contagio,55,13,DP,0.014617
bajo_contagio,56,14,DP,0.015349
bajo_contagio,57,14,DP,0.015308
bajo_contagio,58,14,DP,0.031018
bajo_contagio,59,14,DP,0.01611
bajo_contagio,60,15,DP,0.036228
bajo_contagio,61,15,DP,0.017843
bajo_contagio,62,15,DP,0.018365
bajo_contagio,63,15,DP,0.035376
bajo_contagio,64,16,DP,0.039664
bajo_contagio,65,16,DP,0.039864
bajo_contagio,66,16,DP,0.030256
bajo_contagio,67,16,DP,0.020589
bajo_contagio,68,17,DP,0.021009
bajo_contagio,69,17,DP,0.037881
bajo_contagio,70,17,DP,0.045755
bajo_contagio,71,17,DP,0.046567
bajo_contagio,72,18,DP,0.022723
bajo_contagio,73,18,DP,0.023233
bajo_contagio,74,18,DP,0.046015
bajo_contagio,75,18,DP,0.023875
bajo_contagio,76,19,DP,0.025157
bajo_contagio,77,19,DP,0.024826
bajo_contagio,78,19,DP,0.049573
bajo_contagio,79,19,DP,0.049162
bajo_contagio,80,20,DP,0.025948
bajo_contagio,81,20,DP,0.027001
bajo_contagio,82,20,DP,0.05345
bajo_contagio,83,20,DP,0.053951
bajo_contagio,84,21,DP,0.055734
bajo_contagio,85,21,DP,0.056636
bajo_contagio,86,21,DP,0.061955
bajo_contagio,87,21,DP,0.029395
bajo_contagio,88,22,DP,0.067136
bajo_contagio,89,22,DP,0.033743
bajo_contagio,90,22,DP,0.063598
bajo_contagio,91,22,DP,0.049262
bajo_contagio,92,23,DP,0.059542
bajo_contagio,93,23,DP,0.034274
bajo_contagio,94,23,DP,0.074329
bajo_contagio,95,23,DP,0.073467
bajo_contagio,96,24,DP,0.075811
bajo_contagio,97,24,DP,0.076783
bajo_contagio,98,24,DP,0.071924
bajo_contagio,99,24,DP,0.036609
bajo_contagio,100,25,DP,0.076132
bajo_contagio,101,25,DP,0.03788
bajo_contagio,102,25,DP,0.038301
bajo_contagio,103,25,DP,0.039394
bajo_contagio,104,26,DP,0.044543
bajo_contagio,105,26,DP,0.092041
bajo_contagio,106,26,DP,0.043472
bajo_contagio,107,26,DP,0.08587
bajo_contagio,108,27,DP,0.045795
bajo_contagio,109,27,DP,0.047899
bajo_contagio,110,27,DP,0.052228
bajo_contagio,111,27,DP,0.047008
bajo_contagio,112,28,DP,0.097452
bajo_contagio,113,28,DP,0.04822
bajo_contagio,114,28,DP,0.105797
bajo_contagio,115,28,DP,0.049382
bajo_contagio,116,29,DP,0.100898
bajo_contagio,117,29,DP,0.107571
